id,open,high,low,close,volume
59,108.8432,109.2648,107.5795,107.603,901258
60,107.603,108.1222,106.9314,108.1062,657443
61,108.1062,108.4279,105.7931,106.9492,283833
62,106.9492,107.0271,106.2549,106.6159,456207
63,106.6159,106.9881,105.8797,106.2169,165288
64,106.2169,109.4817,105.7508,107.7442,996486
65,107.7442,108.5183,107.6333,108.3645,892777
66,108.3645,111.0293,108.0341,110.6807,241972
67,110.6807,112.1381,109.5529,111.4639,688578
68,111.4639,112.3844,109.5122,109.5575,369440
69,109.5575,110.569,108.1687,108.3333,196332
70,108.3333,109.08,108.2024,108.7034,644346
71,108.7034,109.0338,108.3067,108.567,539678
72,108.567,109.3682,107.4402,107.9822,183068
73,107.9822,108.1681,106.41,107.2684,673402
74,107.2684,107.3684,106.4486,107.3067,596512
75,107.3067,107.3373,106.2591,107.1814,913535
76,107.1814,109.0348,106.9134,108.1249,624258
77,108.1249,108.6463,107.7417,108.4369,816510
78,108.4369,111.1223,107.6151,110.4363,289068
79,110.4363,110.6706,110.241,110.4377,465739
80,110.4377,110.6481,108.1993,108.3985,936892
81,108.3985,111.2295,108.0138,110.2017,122307
82,110.2017,110.2396,107.8377,108.2854,937734
83,108.2854,109.875,108.1387,108.9294,808637
84,108.9294,109.7185,107.5612,108.1983,872733
85,108.1983,109.4228,107.7848,108.5157,815810
86,108.5157,108.7417,108.4074,108.7263,273816
87,108.7263,109.6073,107.3867,107.7825,677333
88,107.7825,108.9208,106.7848,107.6154,582594
89,107.6154,108.167,107.3072,108.0748,966280
90,108.0748,108.098,107.7204,107.9588,491107
91,107.9588,108.3887,107.3721,107.8422,446675
92,107.8422,108.1821,106.924,107.1015,737906
93,107.1015,109.3929,106.3275,109.3808,767755
94,109.3808,109.6084,108.5814,108.9993,162976
95,108.9993,109.3835,108.1605,108.5399,747778
96,108.5399,110.4603,108.1311,110.3266,467553
97,110.3266,110.5675,109.278,109.6419,946327
98,109.6419,110.8671,108.6729,110.391,653963
99,110.391,110.989,109.5833,109.9945,486899
100,109.9945,110.6356,109.6433,109.9966,518489
101,109.9966,110.1198,108.288,109.3485,816422
102,109.3485,109.8111,109.1642,109.7093,563906
103,109.7093,110.0443,108.7554,109.103,705516
104,109.103,109.1559,107.2579,107.5869,121982
105,107.5869,108.1911,107.4729,107.6237,472996
106,107.6237,107.8491,107.0694,107.3087,726718
107,107.3087,107.3219,106.5319,106.5612,775868
108,106.5612,106.591,106.2381,106.4736,482631
109,106.4736,108.7289,106.3141,107.6041,324278
110,107.6041,107.9239,107.118,107.568,821274
111,107.568,108.8588,105.0868,106.0972,902283
112,106.0972,106.7027,104.1972,104.7154,554300
113,104.7154,105.8774,104.0566,105.3264,527206
114,105.3264,105.3482,103.9571,104.3333,673895
115,104.3333,105.0576,104.0531,104.4537,169735
116,104.4537,104.5423,103.4927,103.8809,387738
117,103.8809,103.949,103.262,103.3524,735777
118,103.3524,105.3511,103.1515,104.8806,588350
119,104.8806,105.0524,103.3422,104.293,625671
120,104.293,105.667,103.3645,105.3362,789035
121,105.3362,105.3733,104.7574,105.2567,868103
122,105.2567,107.0985,105.1064,106.5996,772764
123,106.5996,106.7939,105.2318,105.2966,492252
124,105.2966,106.4336,105.2145,105.9885,711227
125,105.9885,106.1584,105.2374,105.4932,660031
126,105.4932,106.0928,105.4088,105.5995,607952
127,105.5995,107.1351,105.2333,107.0135,145256
128,107.0135,108.1016,106.776,107.8516,394161
129,107.8516,108.4074,107.8397,107.9204,327044
130,107.9204,108.0065,105.9833,106.032,585477
131,106.032,106.9604,105.5203,106.9601,686579
132,106.9601,106.9926,104.3268,105.5487,279424
133,105.5487,106.1557,105.0267,106.119,607572
134,106.119,107.3342,105.3593,107.1792,790208
135,107.1792,108.4488,107.176,107.8544,837371
136,107.8544,108.0877,107.3086,107.3612,123110
137,107.3612,108.057,106.3049,106.7903,743513
138,106.7903,107.4705,106.1771,106.5291,664518
139,106.5291,108.423,106.13,107.909,208949
140,107.909,108.7781,106.7262,106.8147,412483
141,106.8147,107.024,105.4918,105.9483,864618
142,105.9483,106.052,105.7019,105.9141,964708
143,105.9141,106.6209,104.5353,104.677,760415
144,104.677,105.0645,103.5605,103.6459,827379
145,103.6459,103.7824,101.7845,102.5293,341555
146,102.5293,103.7296,101.7729,103.1675,177996
147,103.1675,103.9709,102.4978,103.7178,441090
148,103.7178,104.9795,103.5428,104.0197,263655
149,104.0197,105.3101,103.4658,104.4413,731065
150,104.4413,106.1904,104.3708,106.1787,953256
151,106.1787,107.9579,105.3384,107.5491,721548
152,107.5491,108.0233,107.0881,107.6699,813639
153,107.6699,108.4555,107.517,108.2602,623400
154,108.2602,108.8668,107.3588,107.4617,482953
155,107.4617,107.9097,107.3228,107.4388,326263
156,107.4388,107.6763,106.4536,106.6785,207599
157,106.6785,106.8678,104.8881,105.0265,535778
158,105.0265,105.8856,103.6737,105.6677,572173
159,105.6677,105.8929,105.4493,105.5729,261497
160,105.5729,106.8631,105.518,106.2475,346880
161,106.2475,107.6027,106.1632,107.5006,881615
162,107.5006,108.5142,106.9509,107.0091,616657
163,107.0091,107.1121,105.8862,105.9513,946957
164,105.9513,107.169,105.8217,106.2489,460636
165,106.2489,107.8243,105.9806,107.5081,606555
166,107.5081,108.226,106.0014,107.696,206606
167,107.696,108.4996,107.6055,107.8197,570315
168,107.8197,108.3345,106.9624,107.1278,874149
169,107.1278,108.0065,106.6309,107.9798,766080
170,107.9798,108.3027,106.924,107.0344,289922
171,107.0344,107.2816,106.6315,106.7225,102408
172,106.7225,107.7121,106.5171,107.0731,362133
173,107.0731,108.0331,106.913,107.255,718646
174,107.255,108.0367,105.7974,106.2025,662552
175,106.2025,107.1905,104.41,104.969,682871
176,104.969,106.3227,104.4596,105.5374,164268
177,105.5374,106.3399,105.5332,105.9696,359749
178,105.9696,106.5119,104.1339,104.6718,729760
179,104.6718,105.982,104.4672,105.7744,135874
180,105.7744,106.1919,105.5917,105.7904,325331
181,105.7904,108.6313,105.454,107.9374,955707
182,107.9374,108.6843,106.8131,106.8151,342559
183,106.8151,108.6521,106.1015,108.442,924465
184,108.442,108.9864,107.8391,108.7096,671306
185,108.7096,108.721,108.0128,108.2728,703120
186,108.2728,109.2882,107.9241,109.008,724306
187,109.008,110.1784,108.1891,108.4348,509343
188,108.4348,108.6091,106.8643,107.2704,973166
189,107.2704,107.6109,105.5494,106.2795,588334
190,106.2795,106.5551,106.0032,106.1703,425601
191,106.1703,106.9271,106.1491,106.227,594297
192,106.227,106.7094,105.3179,105.5536,728425
193,105.5536,108.4272,105.267,107.4978,242540
194,107.4978,108.0996,106.8314,107.0304,183888
195,107.0304,109.291,106.7877,109.2373,848928
196,109.2373,110.1512,109.2292,109.3572,557984
197,109.3572,110.2957,108.708,109.0789,596138
198,109.0789,109.9191,108.2323,108.9864,557416
199,108.9864,111.1236,108.8414,110.4368,473448
200,110.4368,112.7248,110.1978,112.1796,838494
201,112.1796,112.5917,110.4298,112.0071,540676
202,112.0071,112.3771,109.5894,110.0893,410611
203,110.0893,110.2899,108.4797,108.9031,269787
204,108.9031,109.358,108.287,109.1471,310206
205,109.1471,109.3423,109.1211,109.1948,830268
206,109.1948,109.7518,107.1482,107.6326,838672
207,107.6326,108.8639,107.0579,108.7936,631162
208,108.7936,109.7614,108.0501,109.0659,496275
209,109.0659,109.1556,107.8871,107.9756,689303
210,107.9756,108.2939,106.4993,106.9637,972283
211,106.9637,107.6159,105.5772,106.1523,867107
212,106.1523,106.4624,104.1947,104.5727,384995
213,104.5727,105.4004,104.1491,104.2431,161578
214,104.2431,105.0081,103.2221,104.0488,997683
215,104.0488,104.5821,103.4497,104.0271,885321
216,104.0271,105.5707,103.7604,104.8489,913081
217,104.8489,106.8125,104.7185,106.5584,231012
218,106.5584,108.1255,106.4327,107.4919,813267
219,107.4919,107.865,107.0133,107.6873,316746
220,107.6873,107.9245,106.534,106.6787,515034
221,106.6787,107.0625,105.7575,106.6595,911088
222,106.6595,106.8949,106.3961,106.7661,497556
223,106.7661,107.3152,105.6765,106.0141,325088
224,106.0141,106.202,104.9336,105.2089,446223
225,105.2089,105.2476,103.8888,104.4771,993422
226,104.4771,104.8643,102.5804,103.906,692406
227,103.906,104.5443,103.3838,103.7081,144139
228,103.7081,104.1679,101.8251,102.1883,913739
229,102.1883,103.0607,101.42,101.7845,672956
230,101.7845,102.3301,100.6855,101.2037,748835
231,101.2037,102.007,99.4239,100.1725,681706
232,100.1725,100.3676,98.1102,98.6128,621616
233,98.6128,98.8288,98.3327,98.5647,258076
234,98.5647,100.5776,98.1051,100.1576,974340
235,100.1576,100.3707,97.7999,97.9866,842220
236,97.9866,98.8869,97.2092,97.3123,771903
237,97.3123,97.5222,96.7826,97.0506,969850
238,97.0506,97.5627,96.3054,96.9233,981948
239,96.9233,98.8767,96.3353,98.6922,112526
240,98.6922,100.5493,98.5668,100.0131,705545
241,100.0131,100.5985,98.87,99.3917,197511
242,99.3917,99.4031,97.1471,97.2591,895811
243,97.2591,97.6772,95.1684,95.2007,841469
244,95.2007,95.9135,94.9721,95.5563,467466
245,95.5563,98.0308,95.3612,97.1003,187472
246,97.1003,98.4029,96.9246,98.1979,508279
247,98.1979,98.9215,96.9166,97.408,768042
248,97.408,97.7003,96.6336,97.0609,189119
249,97.0609,97.0952,95.916,96.039,433476
250,96.039,97.1884,95.5346,95.9616,869905
251,95.9616,97.6407,94.635,97.1961,422806
252,97.1961,97.4563,96.2412,96.4349,209943
253,96.4349,97.5207,96.0616,97.0712,637431
254,97.0712,97.9424,95.7307,95.8483,319212
255,95.8483,97.2134,95.075,96.7548,286441
256,96.7548,97.6804,95.7684,97.4661,395703
257,97.4661,99.6148,96.4776,98.7555,230219
258,98.7555,99.0507,98.4786,98.7907,257047
259,98.7907,98.8876,97.79,98.6695,314138
260,98.6695,98.9725,98.3927,98.8342,147159
261,98.8342,99.4444,98.7551,98.7706,800215
262,98.7706,99.0101,97.6137,97.6337,553454
263,97.6337,97.9642,97.4255,97.9141,569306
264,97.9141,99.1589,95.6131,95.9491,154742
265,95.9491,96.0158,94.7176,94.9445,918730
266,94.9445,95.1282,93.7845,93.8759,647467
267,93.8759,94.7714,93.4533,94.6106,392666
268,94.6106,95.2252,93.6542,93.675,508343
269,93.675,93.8155,93.0226,93.3146,685824
270,93.3146,93.4095,90.6532,91.4463,293520
271,91.4463,91.5542,90.4677,90.7591,474390
272,90.7591,92.1273,90.4624,91.6912,698597
273,91.6912,91.8956,91.121,91.286,848594
274,91.286,91.4738,90.988,91.1126,764916
275,91.1126,92.1852,90.5629,91.5951,396681
276,91.5951,91.9311,90.6067,90.9312,698806
277,90.9312,91.9412,90.6935,90.9348,640369
278,90.9348,91.3263,87.8223,88.3496,291464
279,88.3496,88.6465,87.2043,87.9555,430804
280,87.9555,89.2221,87.3043,89.1704,826499
281,89.1704,91.8154,88.883,90.6956,678429
282,90.6956,91.8303,89.2532,89.4421,846514
283,89.4421,89.7556,89.2472,89.3731,405842
284,89.3731,90.3821,88.5123,88.551,609688
285,88.551,88.7125,88.0183,88.1019,771500
286,88.1019,88.2153,87.4073,87.9166,406806
287,87.9166,88.4993,86.7128,86.8215,176461
288,86.8215,87.0983,85.45,85.545,656054
289,85.545,85.8989,84.8756,85.1786,497839
290,85.1786,85.3002,83.3678,84.1975,202435
291,84.1975,84.3714,83.2084,83.4592,700419
292,83.4592,83.9404,82.2778,82.419,639392
293,82.419,83.2854,82.3535,83.265,329967
294,83.265,83.8217,83.2101,83.7923,772312
295,83.7923,84.6693,83.6233,84.2326,850018
296,84.2326,84.2995,82.9228,83.1043,875587
297,83.1043,83.3175,82.2286,83.292,618183
298,83.292,83.996,81.9959,82.3458,475924
299,82.3458,82.5677,81.9389,82.4997,656312
300,82.4997,84.6564,81.5225,84.1028,179316
301,84.1028,84.83,83.5861,84.5205,456190
302,84.5205,84.6889,83.4519,83.875,399761
303,83.875,84.9834,83.4246,84.4631,915330
304,84.4631,85.7188,83.8091,85.2475,837053
305,85.2475,85.8762,85.0467,85.5393,642159
306,85.5393,86.1136,84.8108,86.0668,259431
307,86.0668,86.8115,86.0432,86.2338,504014
308,86.2338,86.8067,84.2496,84.5453,671768
309,84.5453,85.2497,82.9285,83.1279,161457
310,83.1279,83.5249,82.567,82.7178,347206
311,82.7178,84.04,82.5146,83.8344,151201
312,83.8344,84.9511,83.6604,84.853,877825
313,84.853,86.247,84.2962,85.7019,598884
314,85.7019,85.9781,84.6254,85.6524,504760
315,85.6524,86.8612,85.4056,86.1856,235774
316,86.1856,87.4253,86.097,87.209,909214
317,87.209,87.8679,86.0245,86.3321,322969
318,86.3321,86.8294,86.1094,86.3145,570473
319,86.3145,87.2443,86.2093,86.8385,404530
320,86.8385,88.5625,86.3294,87.8419,682574
321,87.8419,88.3395,87.6641,88.2498,751360
322,88.2498,88.8526,86.6076,87.5135,885951
323,87.5135,88.0859,86.5597,86.8522,970926
324,86.8522,87.731,86.3794,87.5724,635537
325,87.5724,88.5321,86.9396,88.3687,831866
326,88.3687,90.06,87.545,89.6079,764897
327,89.6079,90.1696,88.8064,89.1253,425645
328,89.1253,89.3302,88.0524,88.292,292773
329,88.292,89.5707,88.2521,89.3843,169448
330,89.3843,90.0516,89.1929,89.9225,793787
331,89.9225,91.8721,89.4821,90.9798,789676
332,90.9798,91.5232,90.6232,91.1927,246022
333,91.1927,92.7816,91.0836,92.0327,493906
334,92.0327,92.669,91.073,91.472,313777
335,91.472,91.6126,90.6978,90.7028,580610
336,90.7028,91.0347,88.7647,89.6112,522114
337,89.6112,90.5113,88.2473,90.0993,515511
338,90.0993,90.1966,88.6776,89.1583,574713
339,89.1583,91.1535,89.0719,90.9597,325002
340,90.9597,91.6027,89.6528,90.4419,599086
341,90.4419,92.5688,90.1987,91.9878,786805
342,91.9878,92.1427,90.2541,91.3286,232613
343,91.3286,91.7917,88.9979,89.0936,414626
344,89.0936,90.3352,89.066,90.1721,551806
345,90.1721,92.0673,90.0876,90.4601,937743
346,90.4601,91.0143,89.8464,90.6293,812242
347,90.6293,91.4758,90.2586,91.163,224913
348,91.163,91.3134,89.285,89.8094,104726
349,89.8094,90.6686,89.4884,90.485,754511
350,90.485,90.7241,89.3568,89.3989,359291
351,89.3989,89.5473,88.5218,89.3001,511402
352,89.3001,90.9904,88.6039,90.158,637065
353,90.158,91.4172,90.1439,91.3552,486315
354,91.3552,92.1897,91.1102,91.9112,474910
355,91.9112,92.0929,91.5096,91.6944,573453
356,91.6944,93.1846,91.5663,91.635,598736
357,91.635,91.993,89.8378,90.7645,328285
358,90.7645,91.6413,88.5544,88.6442,410322
359,88.6442,89.3436,88.3839,88.4937,399266
360,88.4937,89.0978,86.7056,86.8784,832157
361,86.8784,88.441,86.1264,87.6665,668562
362,87.6665,88.0744,87.4993,88.0064,798571
363,88.0064,88.1159,86.8812,87.2022,137715
364,87.2022,87.9334,86.9575,87.3835,990210
365,87.3835,87.4856,86.6402,86.6469,421276
366,86.6469,86.8399,85.0125,85.9958,398732
367,85.9958,87.013,85.3621,86.6754,905173
368,86.6754,87.6964,84.7386,85.6201,546582
369,85.6201,85.6378,82.4562,83.3483,754373
370,83.3483,83.9456,82.808,83.1312,840107
371,83.1312,83.2553,81.6424,82.2866,375846
372,82.2866,83.4168,81.9699,82.9957,720788
373,82.9957,83.1139,82.5013,82.8205,998335
374,82.8205,83.0355,80.7587,82.1409,953113
375,82.1409,83.7336,81.5538,83.4101,711469
376,83.4101,85.0361,83.329,84.7707,646815
377,84.7707,84.9532,83.9789,84.8227,429695
378,84.8227,86.0142,84.3882,85.5346,644585
379,85.5346,86.6346,83.8949,84.4835,616529
380,84.4835,86.201,84.3908,85.7058,684604
381,85.7058,85.9524,85.653,85.707,448288
382,85.707,86.0677,84.3888,84.536,334260
383,84.536,85.0911,81.1264,81.3734,542080
384,81.3734,84.2486,80.6916,83.5463,506838
385,83.5463,84.7416,82.9017,84.419,860969
386,84.419,85.4078,84.0005,85.2122,158445
387,85.2122,85.4881,82.7099,83.1789,934592
388,83.1789,83.755,81.2345,81.9107,557880
389,81.9107,82.6265,81.3425,82.3951,123655
390,82.3951,84.2016,82.2354,83.7492,823295
391,83.7492,83.9686,82.0765,82.4451,999635
392,82.4451,83.0074,81.846,82.8887,792248
393,82.8887,83.2381,82.1825,83.0628,504977
394,83.0628,83.2582,82.3992,82.8152,890164
395,82.8152,83.7869,82.2755,83.0853,489356
396,83.0853,85.5975,82.9955,85.4545,211745
397,85.4545,86.0437,85.108,85.7978,411420
398,85.7978,88.1979,85.4127,87.2088,861340
399,87.2088,87.9187,86.9579,87.2034,372542
400,87.2034,87.7813,86.9176,87.041,251772
401,87.041,87.685,86.6078,87.5812,644625
402,87.5812,87.9348,85.7016,86.2397,842712
403,86.2397,86.5669,85.8264,86.5399,686016
404,86.5399,86.5951,85.0058,85.5219,675092
405,85.5219,85.5306,83.8083,84.1173,534650
406,84.1173,86.8012,83.4017,86.5452,367690
407,86.5452,86.9382,86.0107,86.8604,283620
408,86.8604,87.626,86.5915,87.2867,746526
409,87.2867,88.2747,86.8284,87.0899,433486
410,87.0899,87.4958,86.8427,87.0083,519825
411,87.0083,87.3835,86.5859,86.9256,445734
412,86.9256,87.6816,86.6751,87.3988,878776
413,87.3988,88.2531,87.0164,87.8775,786809
414,87.8775,88.4787,87.4648,87.4714,548883
415,87.4714,87.5724,86.8349,87.3935,970017
416,87.3935,87.4949,86.5378,86.9932,145486
417,86.9932,87.0264,84.6064,84.9255,583021
418,84.9255,85.2299,83.5607,83.9957,894210
419,83.9957,84.8367,83.4196,83.7564,613253
420,83.7564,84.7277,83.1597,84.5114,166178
421,84.5114,84.5341,82.5326,82.8116,712358
422,82.8116,86.7628,81.8889,85.7654,454513
423,85.7654,86.4558,84.9878,86.0187,279152
424,86.0187,86.6065,85.3573,85.391,140773
425,85.391,86.3188,84.846,85.9775,645634
426,85.9775,86.6027,85.9341,86.159,651761
427,86.159,89.0583,86.1307,87.7556,402736
428,87.7556,88.0468,86.3708,86.9142,737865
429,86.9142,87.7892,85.8414,86.3481,981908
430,86.3481,88.2217,85.9,87.4498,752791
431,87.4498,87.5573,86.0718,87.3616,804613
432,87.3616,87.8844,86.714,87.777,749260
433,87.777,87.9302,86.7687,87.2478,857050
434,87.2478,87.7004,85.6349,86.2399,128413
435,86.2399,86.7742,85.8091,86.6971,236288
436,86.6971,86.9878,86.2187,86.8001,797475
437,86.8001,89.0692,86.7842,88.5829,224274
438,88.5829,88.7003,87.7982,88.2257,696004
439,88.2257,88.2949,86.8572,87.369,408094
440,87.369,89.8463,86.6873,89.3224,748832
441,89.3224,89.9248,88.1155,88.3672,321867
442,88.3672,88.7006,87.823,87.9504,975619
443,87.9504,88.345,87.4998,87.707,385336
444,87.707,89.8912,86.7595,89.2136,815864
445,89.2136,89.4658,88.9213,89.1387,982144
446,89.1387,89.6566,87.133,88.2635,824154
447,88.2635,88.6621,87.9534,88.0564,498138
448,88.0564,88.0795,86.5869,87.1575,281861
449,87.1575,87.4366,84.81,84.9002,654109
450,84.9002,85.2187,84.1943,84.3876,702850
451,84.3876,84.5257,82.5007,82.9892,745622
452,82.9892,84.0163,82.4824,83.3237,104663
453,83.3237,83.6816,80.1624,81.1372,890559
454,81.1372,82.7585,81.0901,82.4283,967522
455,82.4283,83.0779,81.6239,81.8052,616720
456,81.8052,82.587,81.393,81.5685,943002
457,81.5685,82.2599,81.3389,82.099,927671
458,82.099,82.6018,81.6709,81.6798,545845
459,81.6798,84.5345,80.7652,84.0383,108340
460,84.0383,84.2551,83.0226,83.1213,984694
461,83.1213,84.5892,81.9115,82.4736,944704
462,82.4736,82.8068,81.7077,82.16,273530
463,82.16,82.8061,81.7872,82.6125,267579
464,82.6125,82.8837,81.7312,82.8094,611003
465,82.8094,83.1481,82.1499,82.8378,844290
466,82.8378,83.0498,81.142,81.1624,702330
467,81.1624,81.6342,80.994,81.3817,334706
468,81.3817,82.1335,80.5481,82.0575,958631
469,82.0575,82.8162,80.8175,81.5438,723491
470,81.5438,81.8803,81.4484,81.6483,376125
471,81.6483,81.9791,80.0528,80.6692,379880
472,80.6692,81.493,78.9655,79.7143,365533
473,79.7143,79.9462,78.993,79.1856,772961
474,79.1856,80.0229,78.8659,79.6147,594311
475,79.6147,79.7279,78.2132,78.3936,322718
476,78.3936,78.4239,76.7758,77.7914,173683
477,77.7914,78.0475,75.7496,76.318,155582
478,76.318,77.4924,76.143,76.9254,615431
479,76.9254,77.8108,76.6789,77.4503,284861
480,77.4503,77.6395,77.2779,77.3869,559337
481,77.3869,78.2957,76.8364,77.7831,151963
482,77.7831,78.6647,77.4788,77.6912,750952
483,77.6912,78.2511,76.2122,76.2295,140760
484,76.2295,76.3311,74.7654,74.9158,994711
485,74.9158,75.3381,74.7997,75.2625,467980
486,75.2625,75.3638,74.3139,75.1598,980499
487,75.1598,75.5742,74.0339,74.5243,882658
488,74.5243,74.9287,74.2119,74.4802,714457
489,74.4802,75.0095,73.5617,73.825,260626
490,73.825,74.4217,72.9229,73.0652,755072
491,73.0652,73.1205,72.6486,73.0794,706149
492,73.0794,73.7914,72.9096,73.1992,841024
493,73.1992,73.6745,73.0103,73.2136,752521
494,73.2136,76.2284,72.6208,75.5373,477316
495,75.5373,76.7782,75.1993,75.7462,190807
496,75.7462,76.4728,75.6049,75.8129,732957
497,75.8129,77.6266,75.5143,77.3793,295542
498,77.3793,77.9121,77.2506,77.8004,553506
499,77.8004,78.6922,77.3004,77.3512,638125
500,77.3512,77.5569,76.0921,76.4807,371587
501,76.4807,77.9694,76.4042,77.3939,154861
502,77.3939,79.2011,77.0668,78.2254,920419
503,78.2254,78.601,76.1451,77.4836,947427
504,77.4836,77.9737,76.7109,77.5573,386861
505,77.5573,77.7,76.4677,77.0656,526166
506,77.0656,78.4868,76.7224,78.2396,736819
507,78.2396,80.0435,77.0284,79.0014,601558
508,79.0014,79.2496,77.7216,78.0,283003
509,78.0,78.9003,76.5078,76.634,752126
510,76.634,76.7784,75.905,76.273,706304
511,76.273,76.8858,74.3289,74.6497,751874
512,74.6497,76.7498,74.4432,76.2171,882526
513,76.2171,77.3049,73.7969,74.9677,965869
514,74.9677,76.6521,73.644,75.194,531028
515,75.194,75.9376,74.8809,75.2574,596871
516,75.2574,77.4665,74.7742,77.3884,580285
517,77.3884,77.6896,76.3103,76.8948,188747
518,76.8948,77.4539,76.7346,76.8005,855758
519,76.8005,77.8736,76.2493,77.6269,299146
520,77.6269,78.5253,77.3184,78.2889,941282
521,78.2889,78.5369,77.1177,77.3751,441855
522,77.3751,78.4009,76.8658,78.1068,689147
523,78.1068,78.4606,77.2332,77.7998,677525
524,77.7998,78.1028,75.4348,75.4527,815477
525,75.4527,76.9258,74.3404,76.2282,587923
526,76.2282,76.5012,76.0929,76.3918,130441
527,76.3918,78.7569,75.9739,77.7676,471153
528,77.7676,77.9669,75.9838,76.287,736452
529,76.287,77.5063,75.8022,77.4722,700079
530,77.4722,78.8913,77.0882,78.464,539068
531,78.464,79.7558,77.8518,79.7295,347266
532,79.7295,79.9129,79.7164,79.8208,831841
533,79.8208,80.6253,78.7879,78.9886,186682
534,78.9886,79.1823,78.4704,78.7331,573810
535,78.7331,79.409,78.3478,79.0473,465424
536,79.0473,81.0266,78.4431,79.6304,303271
537,79.6304,80.5186,78.287,78.849,783627
538,78.849,79.2554,76.9525,77.2231,597431
539,77.2231,77.3762,76.944,77.3524,490518
540,77.3524,78.5273,76.7215,78.3889,872164
541,78.3889,79.7466,78.0565,79.401,881305
542,79.401,80.0152,79.0322,79.5831,141905
543,79.5831,82.1317,79.0639,81.6184,129611
544,81.6184,82.0101,80.6691,80.8571,965322
545,80.8571,81.2914,79.3132,79.4302,169243
546,79.4302,79.6241,78.1337,78.4498,851185
547,78.4498,79.133,76.4035,76.8158,225955
548,76.8158,79.0784,76.7578,78.278,550713
549,78.278,78.6326,77.3966,78.6059,406533
550,78.6059,79.4897,77.3702,79.3414,457032
551,79.3414,79.4989,79.1127,79.3776,541543
552,79.3776,83.2101,78.441,82.4759,488663
553,82.4759,83.1405,81.2514,81.8474,818249
554,81.8474,82.6069,81.6461,82.5594,238798
555,82.5594,83.2478,82.193,82.2213,195895
556,82.2213,82.6503,81.3365,81.3505,423925
557,81.3505,81.615,81.0752,81.2844,599266
558,81.2844,82.3892,81.2214,82.2926,418522
559,82.2926,83.791,82.0703,83.4184,362662
560,83.4184,84.4591,83.2821,84.2989,911022
561,84.2989,87.3642,84.0247,86.5884,442658
562,86.5884,86.8606,85.998,86.3221,543811
563,86.3221,87.5136,85.816,87.3069,169229
564,87.3069,87.8583,86.9307,87.8543,662530
565,87.8543,88.0376,86.9724,87.3059,953941
566,87.3059,88.1803,86.701,87.8367,823668
567,87.8367,88.2329,87.0079,87.404,976802
568,87.404,87.6924,85.2562,85.5881,952551
